Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,,,6.3,7.7,1614742,25017,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.8,,,9.6,16.3,21097,25007,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.6,,,30.8,36.5,1614742,25017,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,35.7,,,31.5,39.9,232411,25001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Berkshire,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.8,,,83.6,87.9,128657,25003,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,12.2,,,10.1,14.3,807074,25009,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Suffolk,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,26.3,,,23.1,30.0,771245,25025,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Bristol,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.5,,,13.2,20.1,580164,25005,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,15.3,21.5,161572,25015,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Franklin,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.1,,,34.9,50.8,71015,25011,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.3,,,5.0,7.6,807074,25009,HLTHOUT,COPD,CrdPrv,COPD,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.3,,,11.4,15.4,232411,25001,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Essex,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,12.7,,,10.6,14.9,807074,25009,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Bristol,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.4,,,13.9,18.9,580164,25005,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.4,,,21.8,32.8,161572,25015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Nantucket,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,88.0,,,85.4,90.5,14491,25019,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.6,26.9,232411,25001,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,2.9,771245,25025,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,52.9,,,43.8,61.8,21097,25007,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.1,,,6.9,9.5,724505,25021,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Hampden,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.9,,,13.0,19.3,462718,25013,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Plymouth,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.6,,,71.8,79.2,533003,25023,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,18.1,,,14.1,22.4,21097,25007,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.9,,,15.5,22.5,21097,25007,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.2,,,11.7,17.4,128657,25003,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.0,,,75.7,82.2,807074,25009,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Hampden,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.2,,,69.3,76.9,462718,25013,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.7,,,16.3,21.3,771245,25025,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,19.2,24.9,862029,25027,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Norfolk,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,56.2,,,48.2,62.7,724505,25021,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,128657,25003,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,5.2,6.8,71015,25011,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,580164,25005,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.9,,,9.1,12.9,14491,25019,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Essex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.9,,,73.6,79.8,807074,25009,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,2.0,2.6,232411,25001,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.4,,,28.8,35.9,580164,25005,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.6,,,7.3,10.2,533003,25023,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18.0,,,15.1,20.9,1614742,25017,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Suffolk,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.2,8.4,771245,25025,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.8,,,11.3,16.4,71015,25011,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Bristol,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.7,,,54.2,63.0,580164,25005,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.3,,,26.8,34.9,161572,25015,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,55.2,,,47.9,62.6,862029,25027,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.9,,,8.3,13.7,161572,25015,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.0,4.3,71015,25011,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Norfolk,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.0,,,2.5,3.5,724505,25021,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.7,,,10.6,14.9,807074,25009,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.0,,,17.6,24.6,128657,25003,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,16.3,23.1,232411,25001,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Plymouth,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,43.8,,,36.4,50.6,533003,25023,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.4,8.0,14491,25019,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.3,807074,25009,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10.3,13.0,862029,25027,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Worcester,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.2,,,17.8,25.0,862029,25027,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.8,,,75.0,82.0,14491,25019,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.8,,,20.8,29.2,724505,25021,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,16.1,20.7,1614742,25017,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Barnstable,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,82.1,,,79.7,84.2,232411,25001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Hampden,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.7,,,15.2,20.7,462718,25013,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.1,,,18.6,24.0,771245,25025,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.6,12.3,21097,25007,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.2,3.1,21097,25007,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.6,,,6.1,9.4,71015,25011,HLTHOUT,COPD,CrdPrv,COPD,POINT (-72.5917921 42.5845038)
2020,MA,Massachusetts,Bristol,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.0,,,75.4,82.4,580164,25005,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.7,21097,25007,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,22.3,31.0,71015,25011,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.0,,,15.0,21.2,128657,25003,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Bristol,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.4,,,4.1,7.0,580164,25005,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Suffolk,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.3,5.6,771245,25025,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.0,,,25.9,31.9,862029,25027,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Franklin,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,15.6,22.7,71015,25011,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.1,,,25.8,32.6,533003,25023,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Norfolk,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.4,,,8.6,12.4,724505,25021,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,29.6,,,25.7,33.6,580164,25005,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Bristol,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.9,,,81.6,86.2,580164,25005,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,51.7,,,43.9,58.3,462718,25013,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Dukes,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.5,,,72.8,81.8,21097,25007,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.7,,,5.5,7.9,807074,25009,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.3,,,81.2,85.3,462718,25013,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Barnstable,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,27.7,,,26.2,29.3,232411,25001,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.8,161572,25015,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Plymouth,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.7,,,84.1,89.1,533003,25023,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.8,,,24.8,30.8,462718,25013,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,72.2,,,68.6,75.1,862029,25027,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Suffolk,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.6,,,4.9,8.3,771245,25025,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,19.0,,,15.5,22.7,533003,25023,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.8,807074,25009,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Worcester,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.5,,,31.0,33.9,862029,25027,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.0,,,9.6,18.9,462718,25013,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Middlesex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,47.0,,,40.4,53.0,1614742,25017,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Essex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.9,,,70.2,77.2,807074,25009,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.5,5.7,771245,25025,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.7,,,18.8,24.8,580164,25005,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampden,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.0,,,15.9,20.3,462718,25013,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Hampshire,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,4.0,,,3.0,5.3,161572,25015,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Norfolk,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,20.7,,,17.5,24.0,724505,25021,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.4,,,9.3,11.5,232411,25001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,1.9,2.7,1614742,25017,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Hampshire,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.2,,,80.7,85.3,161572,25015,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Franklin,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,9.4,13.2,71015,25011,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.1,,,16.4,24.4,14491,25019,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.8,21097,25007,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-70.7014995 41.3809696)
